,Urban_DBT_C,Rural_DBT_C,Rural_Pres_Pa,MeteoData.Pre,4_TempProf_cur[20.0],4_PresProf_cur[20.0],4_sensor_idx_20.0
2004-04-01 00:00:00,10.568,9.708,98487.99999999999,98459.667,283.702,99987.03,11.803761939136223
2004-04-01 00:05:00,10.472,9.822,98482.0,98455.75,283.737,99987.005,11.842138639870655
2004-04-01 00:10:00,10.396,9.798,98468.0,98451.833,283.753,99986.986,11.861436928294438
2004-04-01 00:15:00,10.356,9.74,98464.0,98447.917,283.75,99986.976,11.8616577748424
2004-04-01 00:20:00,10.336,9.762,98466.00000000001,98444.0,283.728,99986.977,11.842803816059245
2004-04-01 00:25:00,10.294,9.815999999999999,98464.0,98440.083,283.694,99986.987,11.811903225200126
2004-04-01 00:30:00,10.244,9.764,98462.00000000001,98436.167,283.654,99987.002,11.774978383991026
2004-04-01 00:35:00,10.208,9.834,98458.0,98432.25,283.615,99987.02,11.739060555799142
2004-04-01 00:40:00,10.39,9.894,98452.00000000001,98428.333,283.58,99987.038,11.707160012932832
2004-04-01 00:45:00,10.358,9.942,98437.99999999999,98424.417,283.552,99987.053,11.682287166880144
2004-04-01 00:50:00,10.378,10.028,98437.99999999999,98420.5,283.529,99987.066,11.662435675968652
2004-04-01 00:55:00,10.198,10.136,98436.0,98416.583,283.511,99987.075,11.647603255626393
2004-04-01 01:00:00,10.129999999999999,10.120000000000001,98440.0,98412.667,283.498,99987.082,11.637790879814247
2004-04-01 01:05:00,10.128,10.084,98440.0,98407.764,283.483,99987.104,11.62679834369942
2004-04-01 01:10:00,10.132,10.032,98436.0,98402.861,283.467,99987.128,11.614802687512906
2004-04-01 01:15:00,10.209999999999999,9.966,98432.0,98397.958,283.451,99987.152,11.602806831597036
2004-04-01 01:20:00,10.228,9.888,98426.0,98393.056,283.433,99987.177,11.588801548560241
2004-04-01 01:25:00,10.324000000000002,9.872,98412.00000000001,98388.153,283.415,99987.203,11.574797650207358
2004-04-01 01:30:00,10.328,9.85,98408.0,98383.25,283.396,99987.231,11.559790487239923
2004-04-01 01:35:00,10.334,9.924,98404.0,98378.347,283.377,99987.259,11.544783037805246
2004-04-01 01:40:00,10.374,9.868,98400.0,98373.444,283.357,99987.287,11.528770637197454
2004-04-01 01:45:00,10.43,9.83,98390.0,98368.542,283.337,99987.316,11.512757907873947
2004-04-01 01:50:00,10.43,9.784,98383.99999999999,98363.639,283.316,99987.345,11.495740997269252
2004-04-01 01:55:00,10.388,9.774000000000001,98380.0,98358.736,283.295,99987.375,11.478724556532825
2004-04-01 02:00:00,10.342,9.828,98378.0,98353.833,283.275,99987.404,11.462711679613165
2004-04-01 02:05:00,10.3,9.852,98376.0,98349.986,283.257,99987.424,11.447826676796808
2004-04-01 02:10:00,10.292,9.812000000000001,98368.0,98346.139,283.242,99987.442,11.435954034458518
2004-04-01 02:15:00,10.228,9.762,98366.00000000001,98342.292,283.229,99987.457,11.426088284246418
2004-04-01 02:20:00,10.24,9.764,98364.0,98338.444,283.219,99987.471,11.419236717127262
2004-04-01 02:25:00,10.258,9.76,98358.0,98334.597,283.209,99987.484,11.41238344324097
2004-04-01 02:30:00,10.202,9.698,98350.0,98330.75,283.201,99987.495,11.407538056357737
2004-04-01 02:35:00,10.192,9.66,98347.99999999999,98326.903,283.194,99987.504,11.403695822919076
