,Urban_DBT_C,Rural_DBT_C,Rural_Pres_Pa,MeteoData.Pre,5_TempProf_cur[20.0],5_PresProf_cur[20.0],5_sensor_idx_20.0
2004-05-01 00:00:00,7.448,5.248,98304.0,98297.5,279.057,99993.236,7.275415583379413
2004-05-01 00:05:00,7.458,5.142,98297.99999999999,98297.194,279.004,99993.293,7.222451016735647
2004-05-01 00:10:00,7.548,5.0920000000000005,98300.0,98296.889,278.975,99993.333,7.193589631996474
2004-05-01 00:15:00,7.478,5.076,98300.0,98296.583,278.953,99993.368,7.171759344152292
2004-05-01 00:20:00,7.502,5.006,98294.0,98296.278,278.93,99993.403,7.148923290238315
2004-05-01 00:25:00,7.376,4.9799999999999995,98294.0,98295.972,278.905,99993.436,7.1240765863998945
2004-05-01 00:30:00,7.358,4.95,98302.00000000001,98295.667,278.882,99993.468,7.10123803662799
2004-05-01 00:35:00,7.514,4.882,98304.0,98295.361,278.86,99993.497,7.079402764189183
2004-05-01 00:40:00,7.4239999999999995,4.89,98302.00000000001,98295.056,278.841,99993.522,7.060578163719242
2004-05-01 00:45:00,7.428,4.862,98297.99999999999,98294.75,278.824,99993.544,7.043761763983866
2004-05-01 00:50:00,7.359999999999999,4.878,98287.99999999999,98294.444,278.811,99993.562,7.030961781618373
2004-05-01 00:55:00,7.328,4.91,98286.0,98294.139,278.802,99993.575,7.022176611878649
2004-05-01 01:00:00,7.292,4.924,98286.0,98293.833,278.796,99993.583,7.016402981303884
2004-05-01 01:05:00,6.984,4.884,98283.99999999999,98295.903,278.804,99993.567,7.022742026127332
2004-05-01 01:10:00,6.779999999999999,4.848,98290.0,98297.972,278.823,99993.539,7.040126153296569
2004-05-01 01:15:00,6.566,4.604,98294.0,98300.042,278.852,99993.498,7.067547829754176
2004-05-01 01:20:00,6.465999999999999,4.18,98290.0,98302.111,278.881,99993.459,7.094971612895279
2004-05-01 01:25:00,6.634,3.996,98294.0,98304.181,278.864,99993.498,7.076232089637585
2004-05-01 01:30:00,6.6739999999999995,4.024,98296.0,98306.25,278.819,99993.559,7.029374646955489
2004-05-01 01:35:00,6.659999999999999,3.996,98290.0,98308.319,278.767,99993.624,6.975486870442126
2004-05-01 01:40:00,6.717999999999999,3.9899999999999998,98294.0,98310.389,278.717,99993.687,6.923607066301713
2004-05-01 01:45:00,6.545999999999999,4.006,98300.0,98312.458,278.671,99993.749,6.875747353747499
2004-05-01 01:50:00,6.566,3.896,98302.00000000001,98314.528,278.626,99993.81,6.828891466558275
2004-05-01 01:55:00,6.42,3.3240000000000003,98306.0,98316.597,278.581,99993.871,6.78203696752837
2004-05-01 02:00:00,6.414,3.554,98324.0,98318.667,278.537,99993.932,6.736187071686857
2004-05-01 02:05:00,6.546000000000001,4.220000000000001,98330.0,98315.0,278.546,99993.903,6.748193154886053
2004-05-01 02:10:00,6.7219999999999995,3.446,98336.0,98311.333,278.582,99993.853,6.787314116036555
2004-05-01 02:15:00,7.074,2.964,98337.99999999999,98307.667,278.569,99993.893,6.777268318896688
2004-05-01 02:20:00,7.008,2.898,98332.0,98304.0,278.412,99994.149,6.6226923543088105
2004-05-01 02:25:00,7.062,3.5439999999999996,98322.0,98300.333,278.21,99994.407,6.422894093241155
2004-05-01 02:30:00,6.986,3.696,98328.0,98296.667,278.04,99994.615,6.255207706592785
2004-05-01 02:35:00,7.044,3.588,98314.0,98293.0,277.919,99994.773,6.136719641116656
2004-05-01 02:40:00,6.756,3.528,98306.0,98289.333,277.829,99994.897,6.04935477217083
2004-05-01 02:45:00,6.634,3.4899999999999998,98300.0,98285.667,277.758,99994.997,5.981062006671493
2004-05-01 02:50:00,6.590000000000001,3.592,98294.0,98282.0,277.7,99995.08,5.92581947229894
2004-05-01 02:55:00,6.626,3.186,98300.0,98278.333,277.649,99995.151,5.877600990963515
2004-05-01 03:00:00,6.558,2.364,98297.99999999999,98274.667,277.605,99995.211,5.836406783104735
2004-05-01 03:05:00,6.51,2.81,98296.0,98274.639,277.555,99995.283,5.786238145768493
2004-05-01 03:10:00,6.5200000000000005,3.316,98283.99999999999,98274.611,277.507,99995.349,5.738074647068629
2004-05-01 03:15:00,6.446,3.6439999999999997,98272.0,98274.583,277.464,99995.405,5.694928031914344
2004-05-01 03:20:00,6.362,3.8259999999999996,98266.00000000001,98274.556,277.427,99995.454,5.657804865730327
2004-05-01 03:25:00,6.244,3.778,98268.0,98274.528,277.396,99995.497,5.6267075749721585
2004-05-01 03:30:00,6.194,3.732,98270.0,98274.5,277.368,99995.534,5.598620420718191
2004-05-01 03:35:00,6.206,3.71,98272.0,98274.472,277.342,99995.567,5.572540022730152
2004-05-01 03:40:00,6.122,3.65,98260.0,98274.444,277.319,99995.598,5.549472955116414
2004-05-01 03:45:00,5.912000000000001,3.69,98264.0,98274.417,277.297,99995.625,5.527406858517793
2004-05-01 03:50:00,5.824,3.664,98272.0,98274.389,277.277,99995.65,5.507349928476003
2004-05-01 03:55:00,5.714,3.568,98274.0,98274.361,277.258,99995.674,5.488297173740534
2004-05-01 04:00:00,5.7379999999999995,3.4880000000000004,98270.0,98274.333,277.241,99995.695,5.471251979679096
2004-05-01 04:05:00,5.63,3.4159999999999995,98276.0,98275.958,277.258,99995.661,5.486991821852541
2004-05-01 04:10:00,5.504,3.35,98283.99999999999,98277.583,277.288,99995.615,5.515786557908882
2004-05-01 04:15:00,5.266,3.436,98280.0,98279.208,277.32,99995.569,5.546590957056878
2004-05-01 04:20:00,5.204,3.556,98282.0,98280.833,277.351,99995.524,5.576390910120665
2004-05-01 04:25:00,5.174,3.6479999999999997,98282.0,98282.458,277.381,99995.479,5.605185634734255
2004-05-01 04:30:00,5.112,3.746,98270.0,98284.083,277.412,99995.434,5.634985044077325
2004-05-01 04:35:00,5.044,3.626,98270.0,98285.708,277.443,99995.388,5.664783381684799
2004-05-01 04:40:00,5.002,3.5140000000000002,98270.0,98287.333,277.475,99995.343,5.695587181871588
2004-05-01 04:45:00,5.008,3.496,98268.0,98288.958,277.506,99995.297,5.725384965786475
2004-05-01 04:50:00,4.996,3.16,98270.0,98290.583,277.538,99995.252,5.756188202706767
2004-05-01 04:55:00,4.965999999999999,3.222,98270.0,98292.208,277.57,99995.206,5.786990357812499
2004-05-01 05:00:00,5.0,3.28,98272.0,98293.833,277.601,99995.161,5.816788106651757
2004-05-01 05:05:00,5.0520000000000005,3.0300000000000002,98286.0,98296.111,277.736,99994.948,5.950432361236778
2004-05-01 05:10:00,5.114,3.024,98290.0,98298.389,277.863,99994.779,6.076070605565974
2004-05-01 05:15:00,5.164,3.226,98297.99999999999,98300.667,278.017,99994.559,6.228798596047
2004-05-01 05:20:00,5.0840000000000005,3.414,98300.0,98302.944,278.188,99994.335,6.398605159163083
2004-05-01 05:25:00,5.052,3.624,98302.00000000001,98305.222,278.334,99994.12,6.543293577281588
2004-05-01 05:30:00,5.058,3.746,98302.00000000001,98307.5,278.477,99993.909,6.684968499871047
2004-05-01 05:35:00,5.008,3.8980000000000006,98300.0,98309.778,278.618,99993.7,6.824633264895965
2004-05-01 05:40:00,5.074,4.4159999999999995,98297.99999999999,98312.056,278.775,99993.483,6.980367420309847
2004-05-01 05:45:00,5.154,4.848,98297.99999999999,98314.333,278.927,99993.27,7.1310790953153855
2004-05-01 05:50:00,5.392,5.182,98290.0,98316.611,279.087,99993.051,7.289821768267927
2004-05-01 05:55:00,5.544,5.48,98290.0,98318.889,279.239,99992.837,7.440527458972213
2004-05-01 06:00:00,5.715999999999999,5.864,98297.99999999999,98321.167,279.407,99992.615,7.6073018959530145
2004-05-01 06:05:00,5.776,6.184,98306.0,98323.667,279.518,99992.476,7.716684197202937
2004-05-01 06:10:00,5.886,6.088,98308.0,98326.167,279.621,99992.347,7.8180343535821635
2004-05-01 06:15:00,6.0600000000000005,6.446,98312.00000000001,98328.667,279.713,99992.223,7.908334109578789
2004-05-01 06:20:00,6.1579999999999995,6.548,98310.0,98331.167,279.814,99992.095,8.007672525378382
2004-05-01 06:25:00,6.394,6.69,98318.0,98333.667,279.908,99991.969,8.09997750770384
2004-05-01 06:30:00,6.544,7.052,98322.0,98336.167,280.013,99991.838,8.203329746507222
2004-05-01 06:35:00,6.6819999999999995,7.33,98328.0,98338.667,280.112,99991.71,8.30065418147342
2004-05-01 06:40:00,6.973999999999999,7.6,98332.0,98341.167,280.222,99991.575,8.409024012678515
2004-05-01 06:45:00,7.272,7.912000000000001,98344.0,98343.667,280.325,99991.444,8.510362096967242
2004-05-01 06:50:00,7.426,8.065999999999999,98337.99999999999,98346.167,280.446,99991.303,8.629776214554283
2004-05-01 06:55:00,7.715999999999999,8.315999999999999,98337.99999999999,98348.667,280.56,99991.165,8.742157716263705
2004-05-01 07:00:00,8.044,8.52,98340.0,98351.167,280.694,99991.017,8.87462427415494
2004-05-01 07:05:00,8.134,8.49,98342.0,98353.778,280.833,99990.843,9.012000434886943
2004-05-01 07:10:00,8.39,8.790000000000001,98350.0,98356.389,280.996,99990.656,9.173477294600161
2004-05-01 07:15:00,8.658,8.879999999999999,98350.0,98359.0,281.143,99990.474,9.318880150987297
2004-05-01 07:20:00,9.008,8.904,98346.0,98361.611,281.311,99990.283,9.485372276090231
2004-05-01 07:25:00,9.193999999999999,9.129999999999999,98346.0,98364.222,281.464,99990.096,9.636794469455708
2004-05-01 07:30:00,9.436,9.524,98346.0,98366.833,281.635,99989.901,9.806292212621713
2004-05-01 07:35:00,9.586,9.374,98350.0,98369.444,281.789,99989.713,9.95871328319322
2004-05-01 07:40:00,9.974,9.596,98358.0,98372.056,281.961,99989.516,10.129207950912814
2004-05-01 07:45:00,10.11,10.11,98360.0,98374.667,282.123,99989.323,10.289657272467082
2004-05-01 07:50:00,10.302,10.540000000000001,98362.00000000001,98377.278,282.304,99989.119,10.469183612224242
2004-05-01 07:55:00,10.592,10.644,98364.0,98379.889,282.47,99988.922,10.633642978826117
2004-05-01 08:00:00,10.766,10.85,98370.0,98382.5,282.648,99988.718,10.810149724325413
2004-05-01 08:05:00,11.047999999999998,11.145999999999999,98376.0,98383.292,282.805,99988.539,10.967078966674876
2004-05-01 08:10:00,11.264,11.73,98378.0,98384.083,282.973,99988.355,11.13505509273665
2004-05-01 08:15:00,11.538,11.574000000000002,98382.0,98384.875,283.13,99988.176,11.291982541100651
2004-05-01 08:20:00,11.528,11.654,98390.0,98385.667,283.303,99987.989,11.464976692565017
2004-05-01 08:25:00,11.674,11.422,98383.99999999999,98386.458,283.467,99987.804,11.628930668699411
2004-05-01 08:30:00,11.756,11.652,98387.99999999999,98387.25,283.635,99987.617,11.79689976291695
2004-05-01 08:35:00,11.676,12.251999999999999,98386.0,98388.042,283.796,99987.433,11.95783799605249
2004-05-01 08:40:00,11.942,12.424000000000001,98383.99999999999,98388.833,283.959,99987.248,12.120784573987237
2004-05-01 08:45:00,11.998000000000001,12.392,98383.99999999999,98389.625,284.122,99987.061,12.283727770262317
2004-05-01 08:50:00,12.006,12.654,98382.0,98390.417,284.286,99986.874,12.44767465860616
2004-05-01 08:55:00,12.132,12.762,98386.0,98391.208,284.444,99986.688,12.605594600941288
2004-05-01 09:00:00,12.328,12.672,98383.99999999999,98392.0,284.604,99986.502,12.76552203714914
2004-05-01 09:05:00,12.258,12.884,98387.99999999999,98391.917,284.695,99986.424,12.85694657735013
2004-05-01 09:10:00,12.354,13.256,98387.99999999999,98391.833,284.753,99986.372,12.915241154159844
2004-05-01 09:15:00,12.501999999999999,13.419999999999998,98387.99999999999,98391.75,284.814,99986.319,12.97654791733271
2004-05-01 09:20:00,12.922,13.624,98392.0,98391.667,284.883,99986.261,13.04588746660022
2004-05-01 09:25:00,12.925999999999998,13.988,98392.0,98391.583,284.955,99986.2,13.118239227708727
2004-05-01 09:30:00,13.128,13.907999999999998,98394.0,98391.5,285.028,99986.138,13.191593956207782
2004-05-01 09:35:00,13.166,14.335999999999999,98396.0,98391.417,285.1,99986.075,13.263943266138426
2004-05-01 09:40:00,13.3,14.413999999999998,98392.0,98391.333,285.173,99986.011,13.337297206981532
2004-05-01 09:45:00,13.376,14.344,98392.0,98391.25,285.247,99985.946,13.411654112998633
2004-05-01 09:50:00,13.784,14.328,98400.0,98391.167,285.321,99985.88,13.486010207372885
2004-05-01 09:55:00,14.044,14.628,98397.99999999999,98391.083,285.397,99985.812,13.562374720616447
2004-05-01 10:00:00,13.966,14.736,98397.99999999999,98391.0,285.472,99985.743,13.637732978530323
2004-05-01 10:05:00,14.030000000000001,14.672,98402.00000000001,98389.847,285.558,99985.656,13.725019427351924
2004-05-01 10:10:00,14.107999999999999,14.646,98397.99999999999,98388.694,285.661,99985.559,13.829376676001914
2004-05-01 10:15:00,13.896,14.568000000000001,98402.00000000001,98387.542,285.765,99985.459,13.934735894954201
2004-05-01 10:20:00,14.0,14.278,98404.0,98386.389,285.867,99985.359,14.038087359915323
2004-05-01 10:25:00,14.097999999999999,14.55,98397.99999999999,98385.236,285.966,99985.259,14.138425593803959
2004-05-01 10:30:00,14.213999999999999,15.01,98390.0,98384.083,286.064,99985.159,14.237759823907254
