cur_datetime,canTemp,sensWaste,wallSun_K,wallShade_K,roof_K,MeteoData.Tatm,MeteoData.Pre,
2004-06-01 00:00:00,295.744,26.807,288.149,288.271,282.984,291.250,99200.000,
2004-06-01 00:05:00,292.275,21.007,288.286,288.399,282.606,291.258,99200.000,
2004-06-01 00:10:00,291.723,19.820,288.513,288.617,282.743,291.267,99200.000,
2004-06-01 00:15:00,291.713,19.722,288.793,288.890,282.785,291.275,99200.000,
2004-06-01 00:20:00,291.942,20.128,289.122,289.212,282.891,291.283,99200.000,
2004-06-01 00:25:00,292.055,20.271,289.422,289.506,283.188,291.292,99200.000,
2004-06-01 00:30:00,292.096,20.244,289.685,289.763,283.594,291.300,99200.000,
2004-06-01 00:35:00,292.016,19.947,289.893,289.963,284.161,291.308,99200.000,
2004-06-01 00:40:00,291.983,19.759,290.086,290.150,284.674,291.317,99200.000,
2004-06-01 00:45:00,291.927,19.529,290.262,290.313,285.218,291.325,99200.000,
2004-06-01 00:50:00,291.937,19.452,290.440,290.486,285.736,291.333,99200.000,
2004-06-01 00:55:00,291.927,19.327,290.609,290.651,286.243,291.342,99200.000,
2004-06-01 01:00:00,291.961,18.906,290.730,290.769,286.628,291.350,99200.000,
2004-06-01 01:05:00,291.956,18.596,290.817,290.853,286.962,291.350,99200.000,
2004-06-01 01:10:00,291.976,18.455,290.893,290.927,287.302,291.350,99200.000,
2004-06-01 01:15:00,291.967,18.251,290.950,290.982,287.571,291.350,99200.000,
2004-06-01 01:20:00,291.979,18.085,291.002,291.032,287.840,291.350,99200.000,
2004-06-01 01:25:00,291.970,17.872,291.042,291.070,288.054,291.350,99200.000,
2004-06-01 01:30:00,291.979,17.709,291.080,291.107,288.269,291.350,99200.000,
2004-06-01 01:35:00,291.970,17.491,291.109,291.135,288.442,291.350,99200.000,
2004-06-01 01:40:00,291.976,17.299,291.138,291.163,288.615,291.350,99200.000,
2004-06-01 01:45:00,291.967,17.092,291.161,291.184,288.756,291.350,99200.000,
2004-06-01 01:50:00,291.971,16.906,291.183,291.206,288.897,291.350,99200.000,
2004-06-01 01:55:00,291.962,16.702,291.201,291.223,289.011,291.350,99200.000,
2004-06-01 02:00:00,291.964,16.341,291.217,291.238,289.122,291.350,99200.000,
2004-06-01 02:05:00,291.957,16.157,291.229,291.249,289.211,291.358,99208.333,
2004-06-01 02:10:00,291.960,15.965,291.241,291.260,289.301,291.367,99216.667,
2004-06-01 02:15:00,291.956,15.775,291.251,291.269,289.374,291.375,99225.000,
2004-06-01 02:20:00,291.959,15.593,291.261,291.278,289.447,291.383,99233.333,
2004-06-01 02:25:00,291.955,15.466,291.269,291.285,289.506,291.392,99241.667,
2004-06-01 02:30:00,291.958,15.316,291.277,291.293,289.565,291.400,99250.000,
2004-06-01 02:35:00,291.955,15.181,291.284,291.299,289.614,291.408,99258.333,
2004-06-01 02:40:00,291.958,15.062,291.291,291.306,289.663,291.417,99266.667,
2004-06-01 02:45:00,291.955,14.932,291.296,291.311,289.703,291.425,99275.000,
2004-06-01 02:50:00,291.813,14.524,291.259,291.272,289.720,291.433,99283.333,
2004-06-01 02:55:00,291.707,14.194,291.214,291.227,289.685,291.442,99291.667,
2004-06-01 03:00:00,291.723,14.459,291.202,291.214,289.563,291.450,99300.000,
2004-06-01 03:05:00,291.738,14.550,291.200,291.212,289.498,291.408,99308.333,
2004-06-01 03:10:00,291.721,14.446,291.194,291.206,289.470,291.367,99316.667,
2004-06-01 03:15:00,291.685,14.327,291.183,291.194,289.461,291.325,99325.000,
2004-06-01 03:20:00,291.634,14.159,291.165,291.175,289.437,291.283,99333.333,
2004-06-01 03:25:00,291.589,14.028,291.145,291.155,289.425,291.242,99341.667,
2004-06-01 03:30:00,291.545,13.901,291.124,291.134,289.407,291.200,99350.000,
2004-06-01 03:35:00,291.506,13.768,291.104,291.113,289.396,291.158,99358.333,
2004-06-01 03:40:00,291.465,13.639,291.083,291.092,289.385,291.117,99366.667,
2004-06-01 03:45:00,291.425,13.519,291.062,291.070,289.380,291.075,99375.000,
2004-06-01 03:50:00,291.384,13.387,291.040,291.048,289.373,291.033,99383.333,
2004-06-01 03:55:00,291.343,13.259,291.017,291.025,289.370,290.992,99391.667,
2004-06-01 04:00:00,291.301,14.326,290.988,290.996,289.351,290.950,99400.000,
2004-06-01 04:05:00,291.196,14.996,290.937,290.944,289.325,290.808,99400.000,
2004-06-01 04:10:00,291.058,14.780,290.867,290.873,289.318,290.667,99400.000,
2004-06-01 04:15:00,290.899,14.500,290.779,290.785,289.309,290.525,99400.000,
2004-06-01 04:20:00,290.740,14.369,290.831,290.926,289.533,290.383,99400.000,
2004-06-01 04:25:00,290.593,14.123,290.809,290.902,289.607,290.242,99400.000,
2004-06-01 04:30:00,290.445,13.897,290.796,290.906,289.717,290.100,99400.000,
2004-06-01 04:35:00,290.318,13.716,290.791,290.917,289.871,289.958,99400.000,
2004-06-01 04:40:00,290.037,13.392,290.745,290.881,289.905,289.817,99400.000,
2004-06-01 04:45:00,290.001,13.357,290.757,290.900,289.998,289.675,99400.000,
2004-06-01 04:50:00,289.830,13.170,290.748,290.896,290.051,289.533,99400.000,
2004-06-01 04:55:00,289.827,13.171,290.786,290.931,290.124,289.392,99400.000,
2004-06-01 05:00:00,289.608,14.170,290.760,290.896,290.119,289.250,99400.000,
2004-06-01 05:05:00,289.647,16.125,290.792,290.915,290.166,289.208,99408.333,
2004-06-01 05:10:00,289.484,16.188,290.779,290.888,290.164,289.167,99416.667,
2004-06-01 05:15:00,289.543,16.410,290.820,290.917,290.218,289.125,99425.000,
2004-06-01 05:20:00,289.384,16.224,290.811,290.892,290.210,289.083,99433.333,
2004-06-01 05:25:00,289.452,16.431,290.858,290.926,290.265,289.042,99441.667,
2004-06-01 05:30:00,289.292,16.231,290.872,290.929,290.279,289.000,99450.000,
2004-06-01 05:35:00,289.360,16.430,290.950,291.000,290.363,288.958,99458.333,
2004-06-01 05:40:00,289.206,16.249,290.977,291.016,290.381,288.917,99466.667,
2004-06-01 05:45:00,289.275,16.445,291.065,291.093,290.471,288.875,99475.000,
2004-06-01 05:50:00,289.123,16.268,291.094,291.110,290.493,288.833,99483.333,
2004-06-01 05:55:00,289.191,16.453,291.183,291.186,290.585,288.792,99491.667,
2004-06-01 06:00:00,289.041,16.654,291.231,291.221,290.623,288.750,99500.000,
2004-06-01 06:05:00,289.131,17.134,291.352,291.332,290.740,288.842,99508.333,
2004-06-01 06:10:00,289.027,17.046,291.429,291.395,290.819,288.933,99516.667,
2004-06-01 06:15:00,289.160,17.406,291.579,291.536,290.988,289.025,99525.000,
2004-06-01 06:20:00,289.078,17.356,291.679,291.621,291.093,289.117,99533.333,
2004-06-01 06:25:00,289.232,17.753,291.848,291.780,291.285,289.208,99541.667,
2004-06-01 06:30:00,289.147,17.853,292.067,292.056,291.627,289.300,99550.000,
2004-06-01 06:35:00,289.325,18.546,292.413,292.541,292.110,289.392,99558.333,
2004-06-01 06:40:00,289.277,18.807,292.716,292.933,292.538,289.483,99566.667,
2004-06-01 06:45:00,289.484,19.538,293.107,293.395,293.134,289.575,99575.000,
2004-06-01 06:50:00,289.444,19.770,293.444,293.774,293.667,289.667,99583.333,
2004-06-01 06:55:00,289.661,20.519,293.860,294.215,294.344,289.758,99591.667,
2004-06-01 07:00:00,289.629,39.048,294.247,294.664,294.932,289.850,99600.000,
2004-06-01 07:05:00,289.981,19.417,294.738,295.163,295.689,290.033,99600.000,
2004-06-01 07:10:00,290.062,19.837,295.172,295.566,296.317,290.217,99600.000,
2004-06-01 07:15:00,290.396,20.786,295.684,296.025,297.044,290.400,99600.000,
2004-06-01 07:20:00,290.509,21.293,296.147,296.403,297.700,290.583,99600.000,
2004-06-01 07:25:00,290.823,22.422,296.671,296.818,298.433,290.767,99600.000,
2004-06-01 07:30:00,290.937,23.012,296.979,296.997,299.030,290.950,99600.000,
2004-06-01 07:35:00,291.243,24.219,297.348,297.196,299.700,291.133,99600.000,
2004-06-01 07:40:00,291.345,24.850,297.722,297.354,300.316,291.317,99600.000,
2004-06-01 07:45:00,291.647,25.926,298.190,297.563,301.001,291.500,99600.000,
2004-06-01 07:50:00,291.748,26.638,298.713,297.733,301.632,291.683,99600.000,
2004-06-01 07:55:00,292.055,27.714,299.303,297.941,302.351,291.867,99600.000,
2004-06-01 08:00:00,292.163,26.956,299.856,298.056,303.027,292.050,99600.000,
2004-06-01 08:05:00,292.443,27.452,300.486,298.203,303.787,292.142,99600.000,
2004-06-01 08:10:00,292.433,27.895,301.157,298.308,304.556,292.233,99600.000,
2004-06-01 08:15:00,292.715,29.038,301.875,298.435,305.480,292.325,99600.000,
2004-06-01 08:20:00,292.764,29.587,302.554,298.486,306.343,292.417,99600.000,
2004-06-01 08:25:00,293.080,30.898,303.338,298.608,307.358,292.508,99600.000,
2004-06-01 08:30:00,293.128,31.413,304.026,298.705,308.025,292.600,99600.000,
2004-06-01 08:35:00,293.414,32.567,304.771,298.881,308.786,292.692,99600.000,
2004-06-01 08:40:00,293.441,33.029,305.438,298.992,309.465,292.783,99600.000,
2004-06-01 08:45:00,293.725,34.216,306.170,299.176,310.191,292.875,99600.000,
2004-06-01 08:50:00,293.753,34.758,306.867,299.414,310.836,292.967,99600.000,
2004-06-01 08:55:00,294.033,35.987,307.594,299.642,311.549,293.058,99600.000,
2004-06-01 09:00:00,294.058,36.971,308.302,299.832,312.213,293.150,99600.000,
2004-06-01 09:05:00,294.374,37.922,309.110,300.116,312.976,293.242,99600.000,
2004-06-01 09:10:00,294.566,38.736,309.906,300.386,313.502,293.333,99600.000,
2004-06-01 09:15:00,294.890,39.862,310.753,300.706,314.039,293.425,99600.000,
2004-06-01 09:20:00,295.000,40.335,311.542,300.970,314.463,293.517,99600.000,
2004-06-01 09:25:00,295.227,41.112,312.357,301.261,314.879,293.608,99600.000,
2004-06-01 09:30:00,295.303,41.317,313.053,301.477,315.140,293.700,99600.000,
2004-06-01 09:35:00,295.519,41.900,313.757,301.716,315.410,293.792,99600.000,
2004-06-01 09:40:00,295.582,42.039,314.396,301.905,315.607,293.883,99600.000,
2004-06-01 09:45:00,295.784,42.548,315.053,302.124,315.813,293.975,99600.000,
2004-06-01 09:50:00,295.831,42.567,315.651,302.297,315.949,294.067,99600.000,
2004-06-01 09:55:00,296.020,42.970,316.273,302.501,316.117,294.158,99600.000,
2004-06-01 10:00:00,296.060,43.078,316.718,302.594,316.194,294.250,99600.000,
2004-06-01 10:05:00,296.208,42.760,317.133,302.682,316.299,294.342,99600.000,
2004-06-01 10:10:00,296.107,42.396,317.427,302.675,316.532,294.433,99600.000,
2004-06-01 10:15:00,296.320,42.911,317.777,302.736,316.907,294.525,99600.000,
2004-06-01 10:20:00,296.351,42.919,318.057,302.749,317.208,294.617,99600.000,
2004-06-01 10:25:00,296.641,43.626,318.397,302.836,317.645,294.708,99600.000,
2004-06-01 10:30:00,296.658,43.619,318.652,302.885,317.953,294.800,99600.000,
2004-06-01 10:35:00,296.922,44.278,318.959,303.009,318.379,294.892,99600.000,
2004-06-01 10:40:00,296.934,44.304,319.176,303.070,318.711,294.983,99600.000,
2004-06-01 10:45:00,297.207,44.972,319.452,303.206,319.149,295.075,99600.000,
2004-06-01 10:50:00,297.226,45.005,319.637,303.273,319.486,295.167,99600.000,
2004-06-01 10:55:00,297.498,45.657,319.879,303.413,319.921,295.258,99600.000,
2004-06-01 11:00:00,297.512,45.384,320.146,303.542,320.275,295.350,99600.000,
2004-06-01 11:05:00,297.859,46.074,320.539,303.792,320.754,295.442,99600.000,
2004-06-01 11:10:00,298.065,46.757,320.914,304.034,320.965,295.533,99600.000,
2004-06-01 11:15:00,298.322,47.614,321.305,304.303,321.210,295.625,99600.000,
2004-06-01 11:20:00,298.464,48.216,321.656,304.545,321.333,295.717,99600.000,
2004-06-01 11:25:00,298.789,49.303,322.057,304.846,321.420,295.808,99600.000,
2004-06-01 11:30:00,298.882,49.683,322.181,305.029,321.087,295.900,99600.000,
2004-06-01 11:35:00,298.985,50.030,322.217,305.179,320.678,295.992,99600.000,
2004-06-01 11:40:00,298.983,50.174,322.309,305.214,320.243,296.083,99600.000,
2004-06-01 11:45:00,299.127,50.685,322.300,305.313,319.751,296.175,99600.000,
2004-06-01 11:50:00,299.085,50.768,322.183,305.361,319.169,296.267,99600.000,
2004-06-01 11:55:00,299.166,51.177,322.057,305.433,318.603,296.358,99600.000,
2004-06-01 12:00:00,299.163,51.052,321.703,305.394,317.994,296.450,99600.000,
2004-06-01 12:05:00,299.073,50.723,321.236,305.288,317.321,296.450,99600.000,
2004-06-01 12:10:00,298.791,50.126,320.638,305.081,316.591,296.450,99600.000,
2004-06-01 12:15:00,298.530,49.541,319.986,304.836,316.335,296.450,99600.000,
2004-06-01 12:20:00,298.451,49.385,319.362,304.629,316.150,296.450,99600.000,
2004-06-01 12:25:00,298.538,49.681,318.794,304.490,316.123,296.450,99600.000,
2004-06-01 12:30:00,298.630,50.175,318.552,304.447,316.366,296.450,99600.000,
2004-06-01 12:35:00,298.709,50.649,318.406,304.440,316.703,296.450,99600.000,
2004-06-01 12:40:00,298.670,50.869,318.268,304.411,316.979,296.450,99600.000,
2004-06-01 12:45:00,298.691,51.236,318.167,304.405,317.437,296.450,99600.000,
2004-06-01 12:50:00,298.778,51.746,318.105,304.433,317.900,296.450,99600.000,
2004-06-01 12:55:00,298.906,52.341,318.073,304.492,318.451,296.450,99600.000,
2004-06-01 13:00:00,298.867,52.440,318.158,304.594,318.919,296.450,99600.000,
2004-06-01 13:05:00,299.011,52.955,318.348,304.787,319.524,296.500,99600.000,
2004-06-01 13:10:00,299.422,54.335,318.678,305.118,319.692,296.550,99600.000,
2004-06-01 13:15:00,299.502,54.917,318.934,305.381,319.833,296.600,99600.000,
2004-06-01 13:20:00,299.634,55.663,319.199,305.660,319.995,296.650,99600.000,
2004-06-01 13:25:00,299.593,55.987,319.397,305.885,320.092,296.700,99600.000,
2004-06-01 13:30:00,299.770,56.715,319.562,306.095,320.158,296.750,99600.000,
2004-06-01 13:35:00,299.805,57.080,319.650,306.244,320.179,296.800,99600.000,
2004-06-01 13:40:00,299.989,57.827,319.753,306.422,320.204,296.850,99600.000,
2004-06-01 13:45:00,300.013,58.174,319.786,306.546,320.167,296.900,99600.000,
